Embalse,Agua embalsada (08-04-2024):hm3,Variacion semana Anterior:hm3,Capacidad:hm3,Misma Semana (2023):hm3,Misma Semana (Med. 10 Años):hm3,Cuenca:,Provincia:,Municipio Presa:,Rio:,Tipo de Presa:,Año de construccion (Final):,Superficie:,Localizacion:,Abastecimiento:,Riego:,Electricidad:,Industrial:,Pesca:,Navegación:,Baño:,Pic-nic:,Restaurantes:,Pluviometros,Longitud,Latitud
villalcampo,50,-9,66,60,61,Duero,Zamora,VILLALCAMPO,DUERO,Gravedad,1949,445.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Villadepera', 'Peñausende', 'Ledesma', 'Fresno de Sayago', 'Alcañices']",-6.079559,41.492282
villameca,17,0,20,18,16,Duero,Leon,QUINTANA DEL CASTILLO,TUERTO-VALLE (TUERTO),Gravedad,1947,186.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Villablino', 'Barrios de Luna', 'Quintana del Castillo', 'Astorga', 'Lagunas de Somoza']",-6.078207,42.657223
antonan-del-valle,0,0,0,0,0,Duero,Leon,BENAVIDES,AYO SAN VICENTE,Materiales sueltos homogenea,1988,8.15 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['León, Virgen del Camino', 'Quintana del Castillo', 'Astorga', 'Lagunas de Somoza', 'Bustillo del Páramo']",-5.9667440807802,42.539990959731
aravalle,0,0,0,0,0,Duero,Avila,UMBRIAS,ARAVALLE,Bóveda,1978,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Covatilla', 'Barco de Avila', 'Madrigal de la Vera', 'Garganta de la Olla', 'Tornavacas']",-5.5846605878507,40.32764486425
ayoo-de-vidriales,0,0,0,0,0,Duero,Zamora,AYOO DE VIDRIALES,FUENTE MILDEDOS,Materiales sueltos homogenea,1975,9.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Astorga', 'Lagunas de Somoza', 'Villardeciervos', 'Santibañez de Vidriales', 'Pozuelo de Tabara']",-6.074237823486328,42.14119594550582
becerril,0,0,2,0,0,Duero,Avila,TORNADIZOS DE AVILA,CHICO,Gravedad,1930,40.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ávila', 'Gotarrendura', 'Rozas de Puerto Real', 'Cebreros', 'Sotillo de la Adrada']",-4.6422530963797,40.576119658318
benamarias,0,0,0,0,0,Duero,Leon,MAGAZ DE CEPEDA,SALGUIRAL,Materiales sueltos homogenea,1972,6.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Barrios de Luna', 'Quintana del Castillo', 'Astorga', 'Lagunas de Somoza', 'Bustillo del Páramo']",-6.115264892578125,42.56167860586976
besandino,0,0,3,0,0,Duero,Leon,BOCA DE HUERGANO,GRANDE (O BESANDINO),Gravedad,1984,35.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Fuente De', 'Coriscao', 'Posada de Valdeón', 'Velilla del Río Carrión', 'Riaño']",-4.8640479810535,42.873025474568
bodon-de-la-ibienza,0,0,0,0,0,Duero,Segovia,LASTRAS DE CUELLAR,CEGA,Arco Gravedad,1967,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Peñafiel', 'Pedraza', 'Cuéllar', 'Segovia', 'Miguelañez']",-4.156179428100586,41.293446681007026
campillo-de-buitrago,0,0,2,0,0,Duero,Soria,SORIA,DUERO,Gravedad,1969,15.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vinuesa, Quintanarejo', 'La Póveda de Soria', 'Soria', 'Lubia', 'San Pedro Manrique']",-2.5332800121428,41.838944993212
casares,0,0,7,0,0,Duero,Leon,VILLAMANÍN,CASARES,Gravedad,1984,96.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Pajares', 'Pola de Lena', 'Aller', 'Barrios de Luna', 'Quintana del Castillo']",-5.759044,42.927703
castrovido-1,0,0,44,0,0,Duero,Burgos,SALAS DE LOS INFANTES,ARLANZA,Gravedad,2015,214.20 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ucero', 'Coruña del Conde', 'Palacios de la Sierra', 'Monterrubio de la Demanda', 'Valdezcaray']",-3.2367610931396484,42.044193618165224
congosta-de-vidriales,0,0,1,0,0,Duero,Zamora,AYOO DE VIDRIALES,ARROYO PEQUEÑINO,Materiales sueltos homogenea,1978,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Astorga', 'Lagunas de Somoza', 'Villardeciervos', 'Santibañez de Vidriales', 'Pozuelo de Tabara']",-6.106595993041992,42.13712266845216
el-carrascal,0,0,0,0,0,Duero,Segovia,VEGAS DE MATUTE,CARRASCAL (ARROYO CARRASCAL),Materiales sueltos núcleo arcilla,1971,17.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Navacerrada', 'Segovia', 'San Rafael', 'Puerto Alto del León', 'Alpedrete']",-4.2383407934979,40.788350160973
el-cobanallo,0,0,62,0,0,Duero,Leon,TRUCHAS,ERIA,Materiales sueltos núcleo arcilla,1993,410.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ponferrada', 'Astorga', 'Lagunas de Somoza', 'Villardeciervos', 'Santibañez de Vidriales']",-6.267485618591309,42.2349678656825
el-duque,0,0,2,0,0,Duero,Avila,SOLANA BEJAR,ARAVALLE,Gravedad,1921,27.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Covatilla', 'Barco de Avila', 'Garganta de la Olla', 'Hervás', 'Tornavacas']",-5.6887174165875,40.304283530054
el-espinar,0,0,0,0,0,Duero,Segovia,"ESPINAR, EL",MOROS,Contrafuertes,1959,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Navacerrada', 'Segovia', 'San Rafael', 'Puerto Alto del León', 'Alpedrete']",-4.0975899049201,40.791576629465
el-milagro,0,0,1,0,0,Duero,Avila,MIRUEÑA DE LOS INFANZONES,ALMAR,Gravedad,1973,18.84 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Muñotello', 'Gotarrendura', 'Arevalo', 'Rivilla de Barajas', 'Pedraza de Alba']",-5.0551603922562,40.749667404463
el-tejo,0,0,1,0,0,Duero,Segovia,"ESPINAR, EL",MOROS,Materiales sueltos P hormigón,1975,11.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Navacerrada', 'Segovia', 'San Rafael', 'Puerto Alto del León', 'Alpedrete']",-4.100411372639,40.7829918454
encinas-de-esgueva,0,0,1,0,0,Duero,Valladolid,ENCINAS DE ESGUEVA,ARROYO ERAS,Materiales sueltos homogenea,1977,13.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aranda de Duero', 'Aldeanueva de Serrezuela', 'Peñafiel', 'Sardón de Duero', 'Villamayor de los Montes']",-3.9994515805151,41.824286294861
fuentes-claras,0,0,0,0,0,Duero,Avila,AVILA,ADAJA,Arco Gravedad,1994,18.40 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Muñotello', 'Ávila', 'Gotarrendura', 'Rivilla de Barajas', 'Cebreros']",-4.7098216830201,40.682363709947
gallegos-de-sobrinos,0,0,1,0,0,Duero,Avila,GAMONAL DE LA SIERRA,ARROYO GAMONAL,Gravedad,0,14.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Muñotello', 'Gotarrendura', 'Rivilla de Barajas', 'Navarredonda de Gredos', 'Pedraza de Alba']",-5.093151390389,40.676922127197
garandones,0,0,1,0,0,Duero,Zamora,GALENDE,BARRANCO DE GARANDONES,Gravedad y Materiales sueltos pantalla,1962,19.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ponferrada', 'O Barco de Valdeorras', 'Folgoso do Courel', 'Sanabria', 'A Gudiña']",-6.78680419921875,42.13546782480672
lancara,0,0,0,0,0,Duero,Leon,SENA DE LUNA,PEREDA,Gravedad,1953,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Pajares', 'Pola de Lena', 'Pola de Somiedo', 'Barrios de Luna', 'Quintana del Castillo']",-5.9619927406311035,42.89817923263689
lomilla-de-aguilar,0,0,0,0,0,Duero,Palencia,AGUILAR DE CAMPOO,REITOBAS,Materiales sueltos núcleo arcilla,1998,11.80 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cervera de Pisuerga', 'Aguilar de Campoo', 'Villaeles de Valdavia', 'Reinosa', 'Alto Campoo']",-4.325780868530273,42.75344094514073
los-angeles,0,0,2,0,0,Duero,Segovia,VEGAS DE MATUTE,MOROS,Bóveda,1969,17.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Navacerrada', 'Segovia', 'San Rafael', 'Puerto Alto del León', 'Alpedrete']",-4.2468726171236,40.78825827362
peces,0,0,0,0,0,Duero,Segovia,NAVAS DE RIOFRIO,PECES,Gravedad,1971,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Navacerrada', 'Segovia', 'San Rafael', 'Puerto Alto del León', 'Alpedrete']",-4.1127649864713,40.848543708316
playa,0,0,0,0,0,Duero,Zamora,PORTO Y GALENDE,SEGUNDERA,Gravedad,1957,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ponferrada', 'O Barco de Valdeorras', 'A Pobra de Trives', 'Sanabria', 'A Gudiña']",-6.8102306791777,42.12521998068
revenga,0,0,2,0,0,Duero,Segovia,SEGOVIA,RIO FRIO,Contrafuertes,1953,21.06 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Navacerrada', 'Segovia', 'San Rafael', 'Rascafría', 'Puerto Alto del León']",-4.0898513471241,40.861914496507
riaza,0,0,1,0,0,Duero,Segovia,RIOFRIO DE RIAZA,RIAZA,Materiales sueltos núcleo arcilla,1995,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Liceras', 'Fresno de Cantespino', 'La Pinilla', 'Pantano el Vado', 'Buitrago del Lozoya']",0,0
riolobos,0,0,14,0,0,Duero,Salamanca,"CAMPO DE PEÑARANDA, EL",ARROYO DE LA DEHESA,Materiales sueltos núcleo arcilla,1998,387.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rivilla de Barajas', 'Fuentesauco', 'Pedraza de Alba', 'Salamanca Aeropuerto', 'Salamanca']",-5.3015186163634,41.007373437046
san-fernando,0,0,1,0,0,Duero,Salamanca,"CESPEDOSA DE TORMES, SANTIBAÑEZ",TORMES,Gravedad,1997,28.10 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Covatilla', 'Barco de Avila', 'Pedrosillo de Los Aires', 'Pedraza de Alba', 'Tornavacas']",-5.559425354003906,40.51171103483292
san-roman,0,0,2,0,0,Duero,Zamora,PERERUELA,DUERO,Materiales sueltos núcleo arcilla,1902,125.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Coreses', 'Zamora', 'Villadepera', 'Peñausende', 'Fresno de Sayago']",-5.862285855227,41.474601681716
santa-lucia-de-la-sierra,0,0,1,0,0,Duero,Avila,SANTA LUCIA,ENDRINAL,Materiales sueltos núcleo arcilla,1991,9.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Covatilla', 'Barco de Avila', 'Madrigal de la Vera', 'Garganta de la Olla', 'Tornavacas']",-5.595259666442871,40.34170322051691
selga-de-ordas,0,0,2,0,0,Duero,Leon,"RIOSECO DE TAPIA, STA. MARIA ORDAS",LUNA,Gravedad,1961,48.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Pajares', 'León, Virgen del Camino', 'Barrios de Luna', 'Quintana del Castillo', 'Bustillo del Páramo']",-5.7790557619741,42.760814440146
tabuyo-del-monte,0,0,3,0,0,Duero,Leon,LUYEGO,VALTABUYO,Materiales sueltos núcleo arcilla,1998,46.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ponferrada', 'Quintana del Castillo', 'Astorga', 'Lagunas de Somoza', 'Santibañez de Vidriales']",-6.238861083984375,42.31997030030749
tardajos,0,0,0,0,0,Duero,Burgos,TARDAJOS,DERIVACION DEL RIO ARLANZON,Materiales sueltos P Lámina,0,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Villadiego', 'Pedrosa del Príncipe', 'Villamayor de los Montes', 'Burgos Aeropuerto', 'Sargentes de la Lora']",-3.8192081451416015,42.354674935038695
torrecaballeros,0,0,0,0,0,Duero,Segovia,SANTO DOMINGO DE PIRON Y BASARDILLA,PIRON,Gravedad,1995,5.20 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pedraza', 'Puerto de Navacerrada', 'Segovia', 'Rascafría', 'Colmenar Viejo']",-3.9334698837989,40.980392596316
torrelara,0,0,0,0,0,Duero,Segovia,MUÑOPEDRO,MAGDALENA,Materiales sueltos homogenea,1971,12.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ávila', 'Gotarrendura', 'Arevalo', 'San Rafael', 'Miguelañez']",-4.5234176014235,40.883125685828
valdesamario,0,0,0,0,0,Duero,Leon,Valdesamario,CURUEÑO,Arco Gravedad,1968,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Pajares', 'Villablino', 'Barrios de Luna', 'Quintana del Castillo', 'Astorga']",-6.085331439971924,42.72575151108379
valdespina,0,0,0,0,0,Duero,Leon,SANTA COLOMBA DE CURUEÑO,ARROYO VALDESPINA,Materiales sueltos homogenea,1940,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Riaño', 'Cubillas de Rueda', 'Puerto de San Isidro', 'León, Virgen del Camino', 'Bustillo del Páramo']",-5.400123596191406,42.713470907435244
vega-de-conde,0,0,1,0,0,Duero,Zamora,PORTO,TERA,Gravedad y Materiales sueltos homogenea,1958,28.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ponferrada', 'O Barco de Valdeorras', 'Folgoso do Courel', 'Sanabria', 'A Gudiña']",-6.7619619741707,42.207591093396
velilla-de-guardo,0,0,2,0,0,Duero,Palencia,VELILLA DEL RIO CARRION,CARRION,Gravedad,1965,33.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Coriscao', 'Villaeles de Valdavia', 'Velilla del Río Carrión', 'Santervás de la Vega', 'Riaño']",-4.852867126464844,42.81416621062551
vilde,0,0,1,0,0,Duero,Soria,BURGO DE OSMA,DUERO,Materiales sueltos núcleo arcilla,1975,65.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Soria', 'Lubia', 'Morón de Almazán', 'La Riba de Escalote', 'Almazul']",-2.4388790130615234,41.581504219897596
virgen-de-las-vinas,0,0,1,0,0,Duero,Burgos,ARANDA DE DUERO,DUERO,Gravedad,1992,27.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Coruña del Conde', 'Aranda de Duero', 'Fresno de Cantespino', 'Aldeanueva de Serrezuela', 'Peñafiel']",-3.6803789553619,41.655981868928
zorita-de-los-molinos,0,0,0,0,0,Duero,Avila,MINGORRIA,ADAJA,Arco Gravedad,2006,6.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ávila', 'Gotarrendura', 'Arevalo', 'Rivilla de Barajas', 'Cebreros']",-4.700689315795898,40.76052074107624
albina,4,0,5,3,3,Ebro,Alava,"VILLARREAL, VITORIA",ALBIÑA,Gravedad,1945,50.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aramaio', 'Aretxabaleta', 'Elgeta', 'Abadiño', 'Vitoria Gasteiz Aeropuerto']",-2.627084,43.002952
alloz,57,1,66,32,51,Ebro,Navarra,"YERRI, GUESALAZ",SALADO,Bóveda,1930,370.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Los Arcos', 'Olite/Erriberri', 'Pamplona Aeropuerto', 'Irurtzun', 'Larraga']",-1.942359,42.72438
barasona,83,0,85,55,70,Ebro,Huesca,"GRAUS, PUEBLA CASTRO",ESERA,Gravedad,1932,664.27 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Benabarre', 'Ainsa', 'Seira', 'Capella', 'Barbastro']",0.32738,42.14196
baserca,7,0,22,10,7,Ebro,Huesca,"MONTANUY, VILALLER",NOGUERA RIBAGORZANA,Bóveda,1983,93.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vall de Boí', 'Benasque', 'Cerler - Cogulla', 'Naut Aran, Arties', 'Bossost']",0.762863,42.586045
bubal,55,-2,63,44,41,Ebro,Huesca,"HOZ DE JACA, BIESCAS",GALLEGO,Gravedad,1971,312.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Sallent de Gállego - Formigal', 'Sallen de Gallego', 'Panticosa', 'Biescas', 'Torla - Ordesa']",0,0
calanda,17,-1,54,38,40,Ebro,Teruel,CALOMARDE/CALANDA,GUADALOPE,Materiales sueltos núcleo arcilla,1982,312.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Andorra', 'Castellote', 'Morella', 'Calanda', 'Alcañiz']",-0.214888,40.901398
camarasa,151,6,163,113,104,Ebro,Lleida,CAMARASA,NOGUERA PALLARESA,Gravedad,1920,624.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Artesa de Segre', 'Talarn', 'Llimiana', 'Tàrrega', 'Os de Balaguer']",0.849091,41.953107
canelles,157,2,679,134,473,Ebro,Huesca,"ESTOPIÑAN DEL CASTILLO, OS DE BALAGUER",NOGUERA RIBAGORZANA,Bóveda,1960,"1,569.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Talarn', 'Llimiana', 'Os de Balaguer', 'Benabarre', 'Capella']",0.649492,42.025635
canon-de-santolea,9,0,82,17,1,Ebro,Teruel,CASTELLOTE,Guadalope,Gravedad,2020,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,[],0,0
caspe-ii,36,-1,82,62,52,Ebro,Zaragoza,"CASPE, ALCAÑIZ y MAELLA",GUADALOPE,Materiales sueltos núcleo arcilla,1989,614.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Andorra', 'Calanda', 'Alcañiz', 'Caspe', 'Ballobar']",-0.037937,41.261227
cavallers,6,1,16,4,3,Ebro,Lleida,BARRUERA,NOGUERA DE TORT,Contrafuertes,1960,47.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties', 'Bossost']",0.857663,42.590405
certascan,9,0,16,9,10,Ebro,Lleida,LLADORRE,NOGUERA DE CARDOS,Gravedad,1944,61.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""La Seu d'Urgell"", ""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Naut Aran, Arties']",1.251712,42.6386
ciurana,0,0,12,1,7,Ebro,Tarragona,CORNUDELLA DE MONTSANT,CIURANA,Gravedad,1972,85.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alforja', 'Reus Aeropuerto', 'La Pobla de Cérvoles', 'El Soleràs', 'Cabacés']",0.9137911,41.2496722
cueva-foradada,12,-1,22,20,17,Ebro,Teruel,OLIETE,MARTIN,Gravedad,1926,190.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Fonfría', 'Muniesa', 'Montalbán', 'Hijar', 'Andorra']",-0.693887,40.972568
ebro,227,6,541,218,413,Ebro,Cantabria,LAS ROZAS DE VALDEARROYO,EBRO,Gravedad,1945,"6,253.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Bárcena Mayor', 'Reinosa', 'Santa Gadea de Alfoz', 'Cubillo de Ebro', 'Valderredible']",-3.99264,43.003258
el-grado,396,-1,400,307,374,Ebro,Huesca,"GRADO, EL",CINCA,Gravedad,1969,"1,270.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Benabarre', 'Ainsa', 'Seira', 'Capella', 'Barbastro']",0.22508,42.21865
el-val,13,0,24,14,20,Ebro,Zaragoza,"FAYOS, LOS",VAL,Hormigón Compactado,2001,101.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ólvega', 'Alfaro la Plana', 'Tarazona', 'Monteagudo', 'Tudela']",-1.794806,41.875057
enciso,16,3,46,46,10,Ebro,La Rioja,ENCISO,CIDACOS,Hormigón Compactado,1988,160.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Póveda de Soria', 'Soria', 'Logroño Aeropuerto', 'Enciso', 'San Pedro Manrique']",-2.285463183636,42.136239900132
escales,112,13,152,70,93,Ebro,Huesca,SOPEIRA Y TREMP,NOGUERA RIBAGORZANA,Gravedad,1955,400.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Torre de Cabdella', 'Talarn', 'Vall de Boí', 'Sopeira', 'Cerler - Cogulla']",0,0
estanca-alcaniz,6,0,7,6,4,Ebro,Teruel,ALCAÑIZ,DERIVACIÓN DEL RÍO GUADALOPE,Materiales sueltos homogenea,1930,135.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Hijar', 'Andorra', 'Calanda', 'Alcañiz', 'Caspe']",-0.192304,41.062179
eugui,17,-1,21,19,17,Ebro,Navarra,ESTERIBAR,ARGA,Gravedad,1972,123.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Baztan, Irurita', 'Roncesvalles', 'Esteribar, Eugui', 'Pamplona Aeropuerto', 'Aranguren, Ilundain']",-1.516339,42.979284
gonzale-lacasa,31,0,33,20,28,Ebro,La Rioja,ORTIGOSA DE CAMEROS,ALBERCOS,Gravedad,1962,152.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vinuesa, Quintanarejo', 'La Póveda de Soria', 'Valdezcaray', 'Anguiano', 'Nájera']",-2.682037,42.182844
guiamets,0,0,10,1,5,Ebro,Tarragona,"GUIAMETS, ELS",ASMAT,Gravedad,1983,62.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vandellòs', 'Alforja', 'La Pobla de Cérvoles', 'Cabacés', 'Rasquera']",0.758357,41.096365
ibon-de-ip,3,-1,5,3,1,Ebro,Huesca,CANFRANC,IBON DE IP,Materiales sueltos núcleo arcilla,1974,27.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Astún - La Raca', 'Canfranc', 'Jaca', 'Sallent de Gállego - Formigal', 'Biescas']",-0.461667,42.723611
irabia,11,-1,14,11,10,Ebro,Navarra,"ORBAITZETA, OCHAGAVIA",IRATI,Arco Gravedad,1925,87.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Isaba/Izaba', 'Oroz-Betelu/Orotz-Betelu', 'Roncesvalles', 'Navascués/Nabaskoze', 'Luzaide/Valcarlos']",-1.149616,42.988639
itoiz,407,-8,417,284,321,Ebro,Navarra,"LONGUIDA, AOIZ, ARCE",IRATI,Gravedad,2002,"1,100.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Oroz-Betelu/Orotz-Betelu', 'Roncesvalles', 'Esteribar, Eugui', 'Monreal/Elo', 'Aranguren, Ilundain']",-1.33368,42.846741
la-loteta,55,3,104,84,42,Ebro,Zaragoza,GALLUR,ARROYO CARRIZAL,Materiales sueltos núcleo arcilla,1999,"1,087.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Monteagudo', 'Tudela', 'Ejea de los Caballeros', 'Castejon de Valdejasa', 'Zaragoza Aeropuerto']",-1.33705211268,41.87162543875
la-pena,15,0,15,11,13,Ebro,Huesca,"PEÑAS DE RIGLOS, LAS",GALLEGO,Arco Gravedad,1913,321.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jaca', 'Jaca', 'Aragüés del Puerto', 'Bailo', 'Huesca']",-0.725827,42.386761
la-sotonera,181,0,189,150,169,Ebro,Huesca,ALCALA DE GURREA,SOTON,Materiales sueltos homogenea,1963,"1,840.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Castejon de Valdejasa', 'Almudévar', 'Leciñena', 'Huesca Aeropuerto', 'Huesca']",-0.678374,42.127543
la-tranquera,57,4,82,59,62,Ebro,Zaragoza,CARENAS,PIEDRA,Gravedad,1959,536.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alhama de Aragon', 'Daroca', 'Calatayud', 'La Almunia de Doña Godina', 'Bello']",-1.790568,41.242594
